Maand,Dag,Routine naam,Totaal duur,Oefeningen
9,5,Lower Body Routine,16:20,Mini Band March • Lifted Hip Flexor Stretch with a Chair • Seated Figure Four with Chair • Single Leg Hamstring Sequence • Bridge March • Kneeling Quad Stretch • Single Leg Bridge with Dynamic Lift • 90/90 Stretch
9,6,Whole Body Routine,16:37,Dynamic Overhead Sequence • Lifted Hip Flexor Stretch with a Chair • Seated Figure Four with Chair • Forward Fold with Rotation • Dead Bug Press • Bridge March • Supine Back Press • Kneeling Quad Stretch • Child's Pose Twist • Roll Upper Traps
9,7,Passive Routine,17:16,Seated Figure Four with Chair • Hip Flexor Stretch with a Chair • Forward Fold with Rotation • Chest Stretch with a Wall • Cat/Cow • Child's Pose Twist • Half Kneeling Quad Stretch • 90/90 Stretch • Kneeling Wrist Stretch • Roll Upper Traps
9,8,Whole Body Routine,16:08,Standing Crunch • Dynamic Side Bends • Single Leg Hamstring Sequence • Mini Band March • Dynamic Standing Rotations • Wrist Circle Stretch • Bridge Walks • Yoga Sequence • Dynamic Kneeling Arm & Shoulder Stretch • Cat/Cow
9,9,Whole Body Routine,15:46,Thoracic Spine Rotation • Side Bends with a pole • Shoulder 360s with a pole • Seated Leg Lifts • Single Leg Bridge with Dynamic Lift • 90/90 Stretch • Half Kneeling Quad Stretch • Butterfly Cat Cow • Yoga Sequence
9,10,Upper Body Routine,15:25,Side Bends with a pole • Shoulder 360s with a pole • Thoracic Spine Rotation • Wrist Circle Stretch • Chest Stretch with a Wall • Tabletop Thoracic Twist • Dead Bug Press • Butterfly Cat Cow • Supine Back Press • Child's Pose Twist
9,11,Whole Body Routine,16:20,Dynamic Side Body Stretch • Dynamic Standing Rotations • Chest Stretch with a Wall • Hip Flexor Stretch with a Chair • Single Leg Hamstring Sequence • Plank Shoulder Tap • Bird Dog Crunch • Kneeling Wrist Stretch • Supine Back Press • Kneeling Quad Stretch
9,12,Whole Body Routine,15:57,Dynamic Shoulder Stretch with a pole • Dynamic Cactus with a wall • Single Arm Chest Stretch with a Wall • Forward Fold with Rotation • Tabletop Thoracic Twist • Bridge March • 90/90 Stretch • Half Kneeling Quad Stretch • Roll Upper Traps
9,13,Whole Body Routine,16:34,Tabletop Thoracic Twist • Plank Shoulder Tap • Dynamic Kneeling Arm & Shoulder Stretch • Supine Back Press • Bird Dog Crunch • Bridge Walks • Seated Leg Lifts • Kneeling Quad Stretch • Yoga Sequence • Roll Upper Traps
9,14,Passive Routine,17:09,Single Arm Chest Stretch with a Wall • Forward Fold with Rotation • Chest Stretch with a Wall • Seated Figure Four with Chair • Cat/Cow • Half Kneeling Quad Stretch • Child's Pose Twist • Roll Upper Traps • Kneeling Wrist Stretch • 90/90 Stretch
9,15,Lower Body Routine,17:23,Mini Band March • Forward Fold with Rotation • Hip Flexor Stretch with a Chair • Plank Shoulder Tap • Bridge Walks • Half Kneeling Quad Stretch • Child's Pose Twist • Butterfly Cat Cow • Single Leg Bridge with Dynamic Lift • 90/90 Stretch
9,16,Whole Body Routine,16:02,Dynamic Overhead Sequence • Dynamic Shoulder Stretch with a pole • Mini Band March • Lifted Hip Flexor Stretch with a Chair • Seated Figure Four with Chair • Forward Fold with Rotation • Dead Bug Press • Cat/Cow • Child's Pose Twist • 90/90 Stretch
9,17,Whole Body Routine,16:56,Dynamic Side Bends • Standing Crunch • Thoracic Spine Rotation • Wrist Circle Stretch • Dynamic Cactus with a wall • Single Arm Chest Stretch with a Wall • Seated Leg Lifts • Kneeling Quad Stretch • Yoga Sequence • Roll Upper Traps
9,18,Whole Body Routine,16:30,Dynamic Side Body Stretch • Single Leg Hamstring Sequence • Dynamic Standing Rotations • Hip Flexor Stretch with a Chair • Plank Shoulder Tap • Tabletop Thoracic Twist • Butterfly Cat Cow • Bridge Walks • Half Kneeling Quad Stretch
9,19,Whole Body Routine,17:57,Side Bends with a pole • Shoulder 360s with a pole • Chest Stretch with a Wall • Single Arm Chest Stretch with a Wall • Bird Dog Crunch • Cat/Cow • Plank Shoulder Tap • Kneeling Wrist Stretch • Single Leg Bridge with Dynamic Lift • 90/90 Stretch • Half Kneeling Quad Stretch
9,20,Upper Body Routine,15:25,Dynamic Overhead Sequence • Dynamic Shoulder Stretch with a pole • Dynamic Cactus with a wall • Chest Stretch with a Wall • Dynamic Side Body Stretch • Forward Fold with Rotation • Bird Dog Crunch • Kneeling Wrist Stretch • Cat/Cow • Yoga Sequence • Roll Upper Traps
9,21,Passive Routine,17:16,Seated Figure Four with Chair • Hip Flexor Stretch with a Chair • Forward Fold with Rotation • Chest Stretch with a Wall • Cat/Cow • Child's Pose Twist • Half Kneeling Quad Stretch • 90/90 Stretch • Kneeling Wrist Stretch • Roll Upper Traps
9,22,Whole Body Routine,16:37,Dynamic Overhead Sequence • Lifted Hip Flexor Stretch with a Chair • Seated Figure Four with Chair • Forward Fold with Rotation • Dead Bug Press • Bridge March • Supine Back Press • Kneeling Quad Stretch • Child's Pose Twist • Roll Upper Traps
9,23,Whole Body Routine,16:08,Standing Crunch • Dynamic Side Bends • Single Leg Hamstring Sequence • Mini Band March • Dynamic Standing Rotations • Wrist Circle Stretch • Bridge Walks • Yoga Sequence • Dynamic Kneeling Arm & Shoulder Stretch • Cat/Cow
9,24,Whole Body Routine,15:46,Thoracic Spine Rotation • Side Bends with a pole • Shoulder 360s with a pole • Seated Leg Lifts • Single Leg Bridge with Dynamic Lift • 90/90 Stretch • Half Kneeling Quad Stretch • Butterfly Cat Cow • Yoga Sequence
9,25,Lower Body Routine,15:21,Seated Figure Four with Chair • Single Leg Hamstring Sequence • Dead Bug Press • Seated Leg Lifts • Kneeling Quad Stretch • Bridge March • Butterfly Cat Cow • Half Kneeling Quad Stretch
9,26,Whole Body Routine,16:20,Dynamic Side Body Stretch • Dynamic Standing Rotations • Chest Stretch with a Wall • Hip Flexor Stretch with a Chair • Single Leg Hamstring Sequence • Plank Shoulder Tap • Bird Dog Crunch • Kneeling Wrist Stretch • Supine Back Press • Kneeling Quad Stretch
9,27,Whole Body Routine,15:57,Dynamic Shoulder Stretch with a pole • Dynamic Cactus with a wall • Single Arm Chest Stretch with a Wall • Forward Fold with Rotation • Tabletop Thoracic Twist • Bridge March • 90/90 Stretch • Half Kneeling Quad Stretch • Roll Upper Traps
9,28,Passive Routine,17:09,Single Arm Chest Stretch with a Wall • Forward Fold with Rotation • Chest Stretch with a Wall • Seated Figure Four with Chair • Cat/Cow • Half Kneeling Quad Stretch • Child's Pose Twist • Roll Upper Traps • Kneeling Wrist Stretch • 90/90 Stretch
9,29,Whole Body Routine,16:34,Tabletop Thoracic Twist • Plank Shoulder Tap • Dynamic Kneeling Arm & Shoulder Stretch • Supine Back Press • Bird Dog Crunch • Bridge Walks • Seated Leg Lifts • Kneeling Quad Stretch • Yoga Sequence • Roll Upper Traps
9,30,Upper Body Routine,15:36,Standing Crunch • Dynamic Side Bends • Dynamic Cactus with a wall • Single Arm Chest Stretch with a Wall • Wrist Circle Stretch • Dead Bug Press • Child's Pose Twist • Dynamic Kneeling Arm & Shoulder Stretch • Supine Back Press • Roll Upper Traps
10,1,Whole Body Routine,18:11,Quad Stretch with Arm Extension • Dynamic Hip Rotations with pole • Forward Fold with Extension • Dynamic Side Bends • Cat - Cow • Child's Pose to Tabletop Twist • Chest & Back Sequence • Knee Hug to Lower Twist
10,2,Whole Body Routine,17:06,Side Lunge to Low Side Lunge • Chest & Back Sequence • Baby Cobra to Quad Stretch • Puppy Pose to Downward Dog • Hamstring Hook to IT Opener • High to Low Pigeon
10,3,Whole Body Routine,17:33,Dynamic Hip Rotations with pole • Standing Straddle to Twist • Dynamic Side Bends • Dynamic Shoulder Stretch • Three Point Hamstring Stretch • Low Lunge to Lean • Side Lying Quad Stretch - Knee Hug
10,4,Whole Body Routine,15:58,Dynamic Leg Circles • V Sit to Toe Pull • Low Lunge to Lizard • Wrist Circles - Stretch • Thread the Needle to Child's Pose • Thoracic Extension - Roll Back
10,5,Lower Body Routine,19:49,Standing Straddle to Side Lunge • Three Point Hamstring Stretch • High to Low Lunge Sequence • Low Lunge to Lizard • Knee Hug to Lower Twist
10,6,Whole Body Routine,20:26,High Lunge to Warrior II • High to Low Lunge Sequence • Forward Fold with Extension • Figure Four to Twist • Cat - Cow • Chest & Back Sequence
10,7,Passive Routine,16:27,Three Point Hamstring Stretch • Seated Four - Hamstring Stretch • Side Lying Quad Stretch - Knee Hug • High to Low Pigeon • Child's Pose Twist
10,8,Whole Body Routine,17:41,Standing Straddle to Side Lunge • Seated Four - Hamstring Stretch • Baby Cobra to Quad Stretch • Child's Pose to Tabletop Twist • Wrist Circles - Stretch • Chest & Back Sequence
10,9,Whole Body Routine,16:52,Quad Stretch with Arm Extension • Gate Pose • Butterfly to Reclined Butterfly • Seated Twist - Tuck • Staff Pose to Twist • Chest & Back Sequence • Child's Pose Twist
10,10,Upper Body Routine,16:09,Dynamic Side Bends • Dynamic Shoulder Stretch • Cat - Cow • Baby Cobra to Quad Stretch • Chest & Back Sequence • Wrist Circles - Stretch • Puppy Pose to Downward Dog • Child's Pose Twist
10,11,Whole Body Routine,18:26,Dynamic Shoulder Stretch • Side Lunge to Low Side Lunge • Baby Frog to Full Frog • High to Low Pigeon • Knee Hug to Happy Baby • Puppy Pose to Downward Dog • Thoracic Extension - Roll Back • Wrist Circles - Stretch
10,12,Whole Body Routine,19:08,Dynamic Side Bends • High to Low Lunge Sequence • Thread the Needle to Child's Pose • Low Lunge to Lizard • Seated Twist - Tuck • Chest & Back Sequence
10,13,Whole Body Routine,18:15,Dynamic Hip Rotations with pole • Dynamic Shoulder Stretch • Figure Four to Twist • Side Lying Quad Stretch - Knee Hug • Low Lunge to Lean • Thoracic Extension - Roll Back
10,14,Passive Routine,17:42,Dynamic Leg Circles • Hamstring Hook to IT Opener • Thread the Needle to Child's Pose • Knee Hug to Lower Twist • Knee Hug to Happy Baby • Butterfly to Reclined Butterfly
10,15,Lower Body Routine,19:39,Side Lunge to Low Side Lunge • Figure Four to Twist • Hamstring Hook to IT Opener • Side Lying Quad Stretch - Knee Hug • Butterfly to Reclined Butterfly
10,16,Whole Body Routine,18:11,Quad Stretch with Arm Extension • Dynamic Hip Rotations with pole • Forward Fold with Extension • Dynamic Side Bends • Cat - Cow • Child's Pose to Tabletop Twist • Chest & Back Sequence • Knee Hug to Lower Twist
10,17,Whole Body Routine,17:06,Side Lunge to Low Side Lunge • Chest & Back Sequence • Baby Cobra to Quad Stretch • Puppy Pose to Downward Dog • Hamstring Hook to IT Opener • High to Low Pigeon
10,18,Whole Body Routine,17:33,Dynamic Hip Rotations with pole • Standing Straddle to Twist • Dynamic Side Bends • Dynamic Shoulder Stretch • Three Point Hamstring Stretch • Low Lunge to Lean • Side Lying Quad Stretch - Knee Hug
10,19,Whole Body Routine,15:58,Dynamic Leg Circles • V Sit to Toe Pull • Low Lunge to Lizard • Wrist Circles - Stretch • Thread the Needle to Child's Pose • Thoracic Extension - Roll Back
10,20,Upper Body Routine,15:28,Dynamic Shoulder Stretch • Cat - Cow • Seated Twist - Tuck • Child's Pose to Tabletop Twist • Chest & Back Sequence • Wrist Circles - Stretch • Thread the Needle to Child's Pose
10,21,Passive Routine,16:27,Three Point Hamstring Stretch • Seated Four - Hamstring Stretch • Side Lying Quad Stretch - Knee Hug • High to Low Pigeon • Child's Pose Twist
10,22,Whole Body Routine,20:26,High Lunge to Warrior II • High to Low Lunge Sequence • Forward Fold with Extension • Figure Four to Twist • Cat - Cow • Chest & Back Sequence
10,23,Whole Body Routine,17:41,Standing Straddle to Side Lunge • Seated Four - Hamstring Stretch • Baby Cobra to Quad Stretch • Child's Pose to Tabletop Twist • Wrist Circles - Stretch • Chest & Back Sequence
10,24,Whole Body Routine,16:52,Quad Stretch with Arm Extension • Gate Pose • Butterfly to Reclined Butterfly • Seated Twist - Tuck • Staff Pose to Twist • Chest & Back Sequence • Child's Pose Twist
10,25,Lower Body Routine,17:37,High Lunge to Warrior II • Quad Stretch with Arm Extension • Forward Fold with Extension • Low Lunge to Lean • Knee Hug to Happy Baby • Seated Twist - Tuck
10,26,Whole Body Routine,18:26,Dynamic Shoulder Stretch • Side Lunge to Low Side Lunge • Baby Frog to Full Frog • High to Low Pigeon • Knee Hug to Happy Baby • Puppy Pose to Downward Dog • Thoracic Extension - Roll Back • Wrist Circles - Stretch
10,27,Whole Body Routine,19:08,Dynamic Side Bends • High to Low Lunge Sequence • Thread the Needle to Child's Pose • Low Lunge to Lizard • Seated Twist - Tuck • Chest & Back Sequence
10,28,Passive Routine,17:42,Dynamic Leg Circles • Hamstring Hook to IT Opener • Thread the Needle to Child's Pose • Knee Hug to Lower Twist • Knee Hug to Happy Baby • Butterfly to Reclined Butterfly
10,29,Whole Body Routine,18:15,Dynamic Hip Rotations with pole • Dynamic Shoulder Stretch • Figure Four to Twist • Side Lying Quad Stretch - Knee Hug • Low Lunge to Lean • Thoracic Extension - Roll Back
10,30,Upper Body Routine,16:04,Dynamic Shoulder Stretch • Dynamic Side Bends • Forward Fold with Extension • Thread the Needle to Child's Pose • Chest & Back Stretch Sequence • Staff Pose to Twist • Thoracic Extension - Roll Back • Child's Pose Twist
11,1,Whole Body Routine,15:39,Dynamic Star • Dynamic Step & Reach • Arm Circles • Alternating Step & Squat • High to Low Lunge • Cat / Cow • Eagle Arms to Chest Opener • Bodyweight Calf Release • Child's Pose
11,2,Whole Body Routine,15:53,Lunge with Trunk Twists • Standing Quad Stretch • Tricep & Lat Stretch • Forward Fold with Chest Opener • Runner's Lunge • Supine Dynamic Cactus • Butterfly Stretch • Dynamic Scorpion • Figure Four • Trapezuius Stretch
11,3,Whole Body Routine,16:36,Dynamic Side Lunge • Hamstring Crossover • Warrior II • Dynamic Overhead Side Bend with a pole • Tricep Stretch with a pole • Dynamic Shoulder Squeeze • Roll Quads with a foam roller • Roll Hamstrings with a foam roller • Lower Twist
11,4,Whole Body Routine,15:43,Lunge to Hamstring Stretch • Dynamic Hip Rotations with a pole • Dynamic Shoulder Stretch with a pole • Standing Quad Stretch • Cat / Cow • Prone Chin Tucks • Pretzel Stretch • Child's Pose with a foam roller • Roll Upper Back with a foam roller
11,5,Lower Body Routine,17:16,Lunge with Trunk Twists • Alternating Step & Squat • Hamstring Crossover • Dynamic Hip Rotations with a pole • Standing Quad Stretch • Dynamic Happy Baby • Dynamic Scorpion • Figure Four • Lower Twist • Bodyweight Calf Release
11,6,Whole Body Routine,15:29,Upper Body Rotation with a pole • Tricep Stretch with a pole • Dynamic Star • Arm Circles • Lunge to Hamstring Stretch • Adductor Drop • Dynamic Happy Baby • Pigeon Pose • Pelvic Tilts
11,7,Passive Routine,15:52,Standing Quad Stretch • Upper Body Rotation with a pole • Adductor Drop • Figure Four • Butterfly Stretch • Lower Twist • Pigeon Pose • Roll Hamstrings with a foam roller • Child's Pose
11,8,Whole Body Routine,16:00,Dynamic Step & Reach • Forward Fold with Chest Opener • Alternating Step & Squat • Standing Quad Stretch • High to Low Lunge • Bodyweight Calf Release • Prone Chin Tucks • Eagle Arms to Chest Opener • Trapezuius Stretch
11,9,Whole Body Routine,15:28,Lunge with Trunk Twists • Hamstring Crossover • Dynamic Hip Rotations with a pole • Dynamic Shoulder Stretch with a pole • Cat / Cow • Upper Back Rotations • Pretzel Stretch • Roll Quads with a foam roller • Roll Hamstrings with a foam roller
11,10,Upper Body Routine,16:16,Dynamic Star • Tricep & Lat Stretch • Eagle Arms to Chest Opener • Cat / Cow • Upper Back Rotations • Trapezuius Stretch • Roll Upper Back with a foam roller • Prone Chin Tucks • Child's Pose with a foam roller • Supine Dynamic Cactus • Child's Pose
11,11,Whole Body Routine,15:50,Dynamic Shoulder Squeeze • Pelvic Tilts • Pigeon Pose • Lower Twist • Child's Pose with a foam roller • Roll Upper Back with a foam roller • Runner's Lunge • Adductor Drop • Bodyweight Calf Release
11,12,Whole Body Routine,15:26,Warrior II • Dynamic Overhead Side Bend with a pole • Tricep & Lat Stretch • Dynamic Hip Rotations with a pole • High to Low Lunge • Roll Hamstrings with a foam roller • Figure Four • Upper Back Rotations
11,13,Whole Body Routine,16:15,Arm Circles • Dynamic Side Lunge • Hamstring Crossover • Upper Body Rotation with a pole • Tricep Stretch with a pole • Runner's Lunge • Pigeon Pose • Supine Dynamic Cactus • Trapezuius Stretch • Child's Pose
11,14,Passive Routine,16:20,Roll Upper Back with a foam roller • Roll Quads with a foam roller • Pigeon Pose • Bodyweight Calf Release • Pretzel Stretch • Lower Twist • Figure Four • Child's Pose
11,15,Lower Body Routine,16:31,Dynamic Star • Forward Fold with Chest Opener • Dynamic Side Lunge • High to Low Lunge • Adductor Drop • Butterfly Stretch • Pretzel Stretch • Roll Quads with a foam roller • Bodyweight Calf Release
11,16,Whole Body Routine,15:39,Dynamic Star • Dynamic Step & Reach • Arm Circles • Alternating Step & Squat • High to Low Lunge • Cat / Cow • Eagle Arms to Chest Opener • Bodyweight Calf Release • Child's Pose
11,17,Whole Body Routine,15:53,Lunge with Trunk Twists • Standing Quad Stretch • Tricep & Lat Stretch • Forward Fold with Chest Opener • Runner's Lunge • Supine Dynamic Cactus • Butterfly Stretch • Dynamic Scorpion • Figure Four • Trapezuius Stretch
11,18,Whole Body Routine,16:36,Dynamic Side Lunge • Hamstring Crossover • Warrior II • Dynamic Overhead Side Bend with a pole • Tricep Stretch with a pole • Dynamic Shoulder Squeeze • Roll Quads with a foam roller • Roll Hamstrings with a foam roller • Lower Twist
11,19,Whole Body Routine,15:43,Lunge to Hamstring Stretch • Dynamic Hip Rotations with a pole • Dynamic Shoulder Stretch with a pole • Standing Quad Stretch • Cat / Cow • Prone Chin Tucks • Pretzel Stretch • Child's Pose with a foam roller • Roll Upper Back with a foam roller
11,20,Upper Body Routine,15:05,Arm Circles • Dynamic Overhead Side Bend with a pole • Tricep Stretch with a pole • Pelvic Tilts • Cat / Cow • Dynamic Shoulder Squeeze • Trapezuius Stretch • Supine Dynamic Cactus • Lower Twist • Child's Pose
11,21,Passive Routine,15:52,Standing Quad Stretch • Upper Body Rotation with a pole • Adductor Drop • Figure Four • Butterfly Stretch • Lower Twist • Pigeon Pose • Roll Hamstrings with a foam roller • Child's Pose
11,22,Whole Body Routine,15:29,Upper Body Rotation with a pole • Tricep Stretch with a pole • Dynamic Star • Arm Circles • Lunge to Hamstring Stretch • Adductor Drop • Dynamic Happy Baby • Pigeon Pose • Pelvic Tilts
11,23,Whole Body Routine,16:00,Dynamic Step & Reach • Forward Fold with Chest Opener • Alternating Step & Squat • Standing Quad Stretch • High to Low Lunge • Bodyweight Calf Release • Prone Chin Tucks • Eagle Arms to Chest Opener • Trapezuius Stretch
11,24,Whole Body Routine,15:28,Lunge with Trunk Twists • Hamstring Crossover • Dynamic Hip Rotations with a pole • Dynamic Shoulder Stretch with a pole • Cat / Cow • Upper Back Rotations • Pretzel Stretch • Roll Quads with a foam roller • Roll Hamstrings with a foam roller
11,25,Lower Body Routine,17:15,Lunge to Hamstring Stretch • Standing Quad Stretch • Runner's Lunge • Dynamic Scorpion • Pigeon Pose • Roll Hamstrings with a foam roller • Pretzel Stretch • Dynamic Happy Baby
11,26,Whole Body Routine,15:50,Dynamic Shoulder Squeeze • Pelvic Tilts • Pigeon Pose • Lower Twist • Child's Pose with a foam roller • Roll Upper Back with a foam roller • Runner's Lunge • Adductor Drop • Bodyweight Calf Release
11,27,Whole Body Routine,15:26,Warrior II • Dynamic Overhead Side Bend with a pole • Tricep & Lat Stretch • Dynamic Hip Rotations with a pole • High to Low Lunge • Roll Hamstrings with a foam roller • Figure Four • Upper Back Rotations
11,28,Passive Routine,16:20,Roll Upper Back with a foam roller • Roll Quads with a foam roller • Pigeon Pose • Bodyweight Calf Release • Pretzel Stretch • Lower Twist • Figure Four • Child's Pose
11,29,Whole Body Routine,16:15,Arm Circles • Dynamic Side Lunge • Hamstring Crossover • Upper Body Rotation with a pole • Tricep Stretch with a pole • Runner's Lunge • Pigeon Pose • Supine Dynamic Cactus • Trapezuius Stretch • Child's Pose
11,30,Upper Body Routine,16:41,Dynamic Step & Reach • Upper Body Rotation with a pole • Dynamic Shoulder Stretch with a pole • Arm Circles • Eagle Arms to Chest Opener • Pelvic Tilts • Upper Back Rotations • Roll Upper Back with a foam roller • Cat / Cow • Trapezuius Stretch • Child's Pose with a foam roller
12,1,Whole Body Routine,16:51,Dynamic Leg Swings with a pole • Standing Knee Hug • Standing Hamstring Stretch • Warrior II • Seated Side Bends with a chair • Neck Alignment Exercise with a chair • Seated Spinal Rotations • Roll Quads with a foam roller • Roll Bottom of Feet with a ball and chair
12,2,Whole Body Routine,16:52,Step Back & Reach • Dynamic Leg Swings with a pole • Kneeling Upper Body Release • Alternating Table Top Twist • Hamstring Stretch with a strap • Side Lying Quad Stretch with a strap • Childs Pose Twist • Reclined Butterfly
12,3,Whole Body Routine,16:33,Frankensteins • Dynamic Hip Stretch • Staff Pose • Kneeling Lat Stretch with a chair • Gate Pose • Figure Four Twist • Stretch Wrists • Seated Neck & Chest Stretch • Bridge with a block
12,4,Whole Body Routine,15:50,Dynamic Shoulder Stretch with a pole • Standing Lat Stretch with a pole • Dynamic Leg Circles with a strap • Prone Quad Stretch with a strap • Seated Hip Sways • Table Top Rotations • Seated Twist & Tuck • Seated Arm Stretch
12,5,Lower Body Routine,17:44,Dynamic Hip Stretch • Standing Knee Hug • Warrior II • Seated Hip Sways • Figure Four Twist • Dynamic Leg Circles with a strap • Hamstring Stretch with a strap • Side Lying Quad Stretch with a strap • Bridge with a block
12,6,Whole Body Routine,17:02,Dynamic Side Bends with a pole • Standing Knee Hug • Standing Hamstring Stretch • Wall Hang with a wall • Gate Pose • Seated Hip Sways • Seated Neck & Chest Stretch • Roll Quads with a foam roller • Roll Glutes with a foam roller • Hamstring Stretch with a wall
12,7,Passive Routine,17:06,Kneeling Lat Stretch with a chair • Dynamic Leg Circles with a strap • Side Lying Quad Stretch with a strap • Stretch Wrists • Roll Bottom of Feet with a ball and chair • Childs Pose Twist • Reclined Butterfly • Bridge with a block • Hamstring Stretch with a wall
12,8,Whole Body Routine,17:58,Dynamic Leg Swings with a pole • Step Back & Reach • Warrior II • Seated Side Bends with a chair • Neck Alignment Exercise with a chair • Roll Upper Back with a foam roller • Roll Quads with a foam roller • Figure Four Twist • Reclined Butterfly
12,9,Whole Body Routine,17:28,Mid Back Release with a ball • Wall Hang with a wall • Gate Pose • Side Lying Quad Stretch with a strap • Hamstring Stretch with a strap • Dynamic Leg Circles with a strap • Windmills • Seated Arm Stretch • Seated Neck & Chest Stretch
12,10,Upper Body Routine,16:00,Seated Side Bends with a chair • Neck Alignment Exercise with a chair • Kneeling Lat Stretch with a chair • Kneeling Upper Body Release • Alternating Table Top Twist • Prone Chest Opener • Childs Pose Twist • Roll Upper Back with a foam roller • Mid Back Release with a ball
12,11,Whole Body Routine,17:29,Dynamic Side Bends with a pole • Dynamic Shoulder Stretch with a pole • Dynamic Hip Stretch • Seated Twist & Tuck • Prone Chest Opener • Childs Pose Twist • Staff Pose • Prone Quad Stretch with a strap • Roll Bottom of Feet with a ball and chair
12,12,Whole Body Routine,16:32,Frankensteins • Standing Lat Stretch with a pole • Dynamic Leg Circles with a strap • Side Lying Quad Stretch with a strap • Roll Glutes with a foam roller • Roll Upper Back with a foam roller • Seated Spinal Rotations • Kneeling Upper Body Release • Windmills
12,13,Whole Body Routine,16:41,Mid Back Release with a ball • Kneeling Lat Stretch with a chair • Table Top Rotations • Seated Hip Sways • Seated Twist & Tuck • Prone Quad Stretch with a strap • Hamstring Stretch with a strap • Roll Bottom of Feet with a ball and chair
12,14,Passive Routine,16:17,Wall Hang with a wall • Stretch Wrists • Roll Upper Back with a foam roller • Roll Quads with a foam roller • Childs Pose Twist • Reclined Butterfly • Bridge with a block • Prone Quad Stretch with a strap • Hamstring Stretch with a wall
12,15,Lower Body Routine,16:32,Frankensteins • Standing Hamstring Stretch • Seated Hip Sways • Seated Twist & Tuck • Reclined Butterfly • Roll Bottom of Feet with a ball and chair • Roll Glutes with a foam roller • Roll Quads with a foam roller • Hamstring Stretch with a wall
12,16,Whole Body Routine,16:51,Dynamic Leg Swings with a pole • Standing Knee Hug • Standing Hamstring Stretch • Warrior II • Seated Side Bends with a chair • Neck Alignment Exercise with a chair • Seated Spinal Rotations • Roll Quads with a foam roller • Roll Bottom of Feet with a ball and chair
12,17,Whole Body Routine,16:52,Step Back & Reach • Dynamic Leg Swings with a pole • Kneeling Upper Body Release • Alternating Table Top Twist • Hamstring Stretch with a strap • Side Lying Quad Stretch with a strap • Childs Pose Twist • Reclined Butterfly
12,18,Whole Body Routine,16:33,Frankensteins • Dynamic Hip Stretch • Staff Pose • Kneeling Lat Stretch with a chair • Gate Pose • Figure Four Twist • Stretch Wrists • Seated Neck & Chest Stretch • Bridge with a block
12,19,Whole Body Routine,15:50,Dynamic Shoulder Stretch with a pole • Standing Lat Stretch with a pole • Dynamic Leg Circles with a strap • Prone Quad Stretch with a strap • Seated Hip Sways • Table Top Rotations • Seated Twist & Tuck • Seated Arm Stretch
12,20,Upper Body Routine,17:03,Dynamic Side Bends with a pole • Standing Lat Stretch with a pole • Windmills • Seated Spinal Rotations • Childs Pose Twist • Stretch Wrists • Alternating Table Top Twist • Seated Neck & Chest Stretch • Roll Upper Back with a foam roller
12,21,Passive Routine,17:06,Kneeling Lat Stretch with a chair • Dynamic Leg Circles with a strap • Side Lying Quad Stretch with a strap • Stretch Wrists • Roll Bottom of Feet with a ball and chair • Childs Pose Twist • Reclined Butterfly • Bridge with a block • Hamstring Stretch with a wall
12,22,Whole Body Routine,17:02,Dynamic Side Bends with a pole • Standing Knee Hug • Standing Hamstring Stretch • Wall Hang with a wall • Gate Pose • Seated Hip Sways • Seated Neck & Chest Stretch • Roll Quads with a foam roller • Roll Glutes with a foam roller • Hamstring Stretch with a wall
12,23,Whole Body Routine,17:58,Dynamic Leg Swings with a pole • Step Back & Reach • Warrior II • Seated Side Bends with a chair • Neck Alignment Exercise with a chair • Roll Upper Back with a foam roller • Roll Quads with a foam roller • Figure Four Twist • Reclined Butterfly
12,24,Whole Body Routine,17:28,Mid Back Release with a ball • Wall Hang with a wall • Gate Pose • Side Lying Quad Stretch with a strap • Hamstring Stretch with a strap • Dynamic Leg Circles with a strap • Windmills • Seated Arm Stretch • Seated Neck & Chest Stretch
12,25,Lower Body Routine,18:27,Step Back & Reach • Dynamic Leg Swings with a pole • Warrior II • Dynamic Leg Circles with a strap • Staff Pose • Prone Quad Stretch with a strap • Figure Four Twist • Reclined Butterfly • Hamstring Stretch with a wall
12,26,Whole Body Routine,17:29,Dynamic Side Bends with a pole • Dynamic Shoulder Stretch with a pole • Dynamic Hip Stretch • Seated Twist & Tuck • Prone Chest Opener • Childs Pose Twist • Staff Pose • Prone Quad Stretch with a strap • Roll Bottom of Feet with a ball and chair
12,27,Whole Body Routine,16:32,Frankensteins • Standing Lat Stretch with a pole • Dynamic Leg Circles with a strap • Side Lying Quad Stretch with a strap • Roll Glutes with a foam roller • Roll Upper Back with a foam roller • Seated Spinal Rotations • Kneeling Upper Body Release • Windmills
12,28,Passive Routine,16:17,Wall Hang with a wall • Stretch Wrists • Roll Upper Back with a foam roller • Roll Quads with a foam roller • Childs Pose Twist • Reclined Butterfly • Bridge with a block • Prone Quad Stretch with a strap • Hamstring Stretch with a wall
12,29,Whole Body Routine,16:41,Mid Back Release with a ball • Kneeling Lat Stretch with a chair • Table Top Rotations • Seated Hip Sways • Seated Twist & Tuck • Prone Quad Stretch with a strap • Hamstring Stretch with a strap • Roll Bottom of Feet with a ball and chair
